Venue ID,Place Type,Rating,Latitude,Longitude
4ec4f4ee93adf4e73ec8d4fe,[25 49],4.6,13.804647329785393,100.56631795336575
4f273365e4b0085e4cb73e3d,[102   7],1.0,13.85227885298316,100.57891838241952
4bbf078dba9776b04f72fec8,[102  27],2.3,13.861147901872371,100.5649821071266
4f3c5a09e4b0b084a2c825e3,[ 5 49],1.9,13.9035320052584,100.60948764199148
4d41689f90f9224b4e510f1e,[102  59],2.7,13.881022607142915,100.60303698254756
4d089f757b30a1cd9681a0cc,[102  67],4.9,13.884168251509244,100.59210573137312
4b795373f964a52015f42ee3,[49 28],1.4,13.878924796906464,100.5893382898076
4fcc3c8fe4b0ff719b2bfe1e,[86 49],2.1,13.905772462178568,100.61420418063234
4d971d85c19fb60c66bc8d65,[102  57],4.3,13.854941955028016,100.58182243667656
4eddb418d3e346be3840f7c5,[51 49],2.4,13.885990751033551,100.58304651897036
4ccbfeb8511b236a5117eec9,[49 26],2.0,13.820740891547487,100.5851503575974
4d7f7f62b25d6dcb254dce42,[49 45],4.9,13.818452764096168,100.57174938681696
4cb039361168a093ffd22823,[102  70],4.1,13.899208422544303,100.58626798634737
4bce9b58fb84c9b69d23243e,[49 35],1.9,13.82656400407492,100.57041035395474
4ccd028e063a721ef46f929a,[102  52],4.5,13.848928798838015,100.59601935583096
4ee02ce2be7b7e4d123fc413,[102  51],4.9,13.874307161967304,100.59974307112196
4cd85fee51fc8cfa3134e95d,[ 51 102],2.9,13.885550525981284,100.58837683880708
4f752af1e4b0b4e6838e554a,[102 100],4.1,13.881804118168253,100.59810993071557
4ebcc7e99adf8b96f8e4ebb9,[102  84],2.7,13.8655624324864,100.59138467339702
4f34cc63e4b0ba1c478b0f75,[49 76],2.2,13.848458596225436,100.59245337556467
4f64210fe4b0777dfc172a87,[64 49],4.7,13.818157852592202,100.579647405938
4cc808cdd77af04d8df8ab99,[102  31],3.4,13.864759656060698,100.5707625712122
4d58c02f35966dcb6c854e28,[49 63],2.1,13.85918136465867,100.57155641927686
4c63c35e69a1c9b65ce63ba4,[102  59],4.5,13.885446524135906,100.58433761862408
4de37e2dd22d2a4ecdde3f76,[102  41],3.9,13.842574267186176,100.55827408952295
4bfa537c5317a5934c76027f,[  1 102],4.4,13.852526313935982,100.56721601983196
4e2eae62b3ad01b932b2389d,[  3 102],4.4,13.83944991119708,100.58482587512108
4d694d432acd6ea8d25d38c0,[ 74 102],1.5,13.834820216896851,100.58854934638984
4fdfd9b2e4b01c7416b42967,[ 71 102],3.8,13.935038357634385,100.6106932524492
4c5e9c5894fd0f474ea6ce45,[49 53],3.6,13.915781178146482,100.59008290116714
4e12540c18a84f0f031c37ef,[ 64 102],3.8,13.834340759958971,100.56434957164538
4de72d2cd22dc38f1edb320b,[49 50],1.0,13.867263751270672,100.58507845311507
4df32460b61cbd3ec01a2e13,[ 97 102],1.4,13.904444428297642,100.58563508652244
4e6422f762e13e3bcf61a46f,[ 61 102],1.9,13.835540742866426,100.57512988194944
4cdfcffdffcf3704bb271c82,[102  74],2.6,13.84606829701259,100.59163718162124
4efbb61cb6347e20d3e61390,[41 49],3.6,13.855155735893668,100.57777736325474
4e9cf86182310f9e5f54f49f,[49 77],4.9,13.888567780920912,100.57374508361336
4f548f79e4b0b5d9dfbe00ca,[102  85],4.2,13.90957903275752,100.59135447339698
4b9255a7f964a520c5f233e3,[102  55],3.1,13.888997383366572,100.59326915331104
4feed7e7e4b0f5df026098cc,[49 50],3.9,13.846922284057245,100.59079820049529
4fe16806e4b0b791d359f4aa,[49 53],2.9,13.92698717452428,100.58871470704597
4c0e4e987189c928d73ad8b6,[102   8],2.2,13.858553056393944,100.57315198504146
4ea411b6722ec75adef9789d,[102  82],2.2,13.85666227460371,100.58061430483274
4d7ce80e73ca548173b4667c,[49 58],1.4,13.91711527304137,100.58579465107198
4fbdbc15e4b0291b655b1b08,[ 60 102],1.5,13.936262070785428,100.60159150066256
4cef7867ecb66a3153ca2d4c,[49 26],3.8,13.919074762477363,100.61295042822996
4fcf047ee4b056ec4b957a22,[102  62],1.3,13.821256958667083,100.58247683395494
4e8069e6f79011ff587d05f5,[26 49],3.1,13.922360992986455,100.61951530238063
507aaf03e4b04c2b97daffef,[102  44],2.6,13.850444488365913,100.58351703229644
4d8602465e70224b1a872d09,[90 49],1.2,13.898218405619982,100.57990106264656
4d4b5898b9a2a1439a645223,[ 92 102],2.3,13.879657208072503,100.60029546583424
507036afe4b055cee0d584d6,[102  68],3.5,13.81213201469371,100.55521824315262
4efa373929c268318be440b5,[ 18 102],1.9,13.87536974724723,100.58962236929158
4f1cc9e8e4b0850c859d7119,[ 65 102],2.7,13.87840154244492,100.57649619275298
500d7fc0e4b0ba42c3082764,[42 49],4.8,13.81640705183744,100.55269009147302
4e4505601f6e0a1ba5e44638,[49 73],2.6,13.917032711420038,100.60744945256153
4e1937d7b0fb8567c674d2a3,[49 82],2.1,13.8143203819538,100.56235888496916
50a53ad1e4b03aa3eb592b48,[ 46 102],4.3,13.879805816284277,100.59831333169592
4d1a0e37401db60c3fecfea4,[76 49],4.5,13.810272488730966,100.55802934740716
4e29338962846e3862ee34a4,[102  34],3.2,13.902218382067396,100.60698635473685
4fb0e974e4b0c824b9617d9d,[49  3],3.9,13.921595253211494,100.5915044367324
507ebc06e4b08a85a220b309,[ 57 102],1.9,13.88578447427353,100.57659842466651
50c5855ae4b0d0a36732702f,[49 12],1.2,13.856835965810374,100.58617091846808
4e3bf5281f6e844231d05381,[49 85],1.8,13.806719454592203,100.57251308425312
4e4b4162d22d8354d6eb6727,[49 69],4.0,13.870169918885685,100.56845213026232
507111b0e4b0f322432e2c19,[102  49],4.3,13.810853915654397,100.58208797962692
50d1471fe4b0a239c39ebcc8,[ 19 102],4.6,13.933141502363418,100.60603185891529
4fc96e01e4b0be33aa62bfc7,[92 49],1.9,13.85237583855976,100.57078480957487
4e9d5a7a4690bdef101b1370,[101  49],4.6,13.797258135455838,100.5647138991289
4d1c1290763fb1f7eafe8766,[18 49],3.8,13.888995122619209,100.60648544132954
5051b9cee4b03d1e1971dd93,[102  98],1.7,13.85784615474918,100.57295340631585
4cb960074352a1cd2a268cf5,[49 72],2.5,13.81443605313928,100.55084460937483
4cee7f7a62ef6dcb5d32f959,[102  63],4.1,13.822417597239014,100.56485123638228
4e338565fa76f00388c2d00c,[ 15 102],4.1,13.87000475744732,100.59589349087788
50f52e81e4b05818da5b4c82,[102  78],1.5,13.877365834215968,100.59287134919737
4cf888d3de096dcb6d178979,[93 49],4.3,13.82744419018838,100.5579521837297
4d906c7ac1b1721e53ae5a46,[102  57],2.5,13.903252175564058,100.60596381334663
50fc3dd2e4b01dd473654887,[49 23],4.1,13.864830615155912,100.56968436986624
4be3a1cd660ec92864b7cc3b,[94 49],3.3,13.837744380474756,100.56932679070374
4c3eae27b0379521873e9ba7,[29 49],1.4,13.902914875927635,100.58325821955508
4ce37693c36ba35dc60970f6,[49 85],4.2,13.805455468601378,100.55511960533164
4c62d34158810f47951c081e,[38 49],3.1,13.820381177646018,100.57127727627994
500a1a94e4b0ca8f7ba08f4a,[102  40],1.2,13.812906592218456,100.57095628562756
4c5a40522091a593701d5fd0,[21 49],4.7,13.889289660146476,100.58216791105016
4c5ff3cfcd522d7f67eccc3f,[49 41],1.4,13.838297752416546,100.57896624509588
511c8002e4b095787218c879,[102  30],1.5,13.848900235619237,100.58842774087988
4c0ddd94b1b676b0c044e186,[102  15],3.9,13.90420793709176,100.60458144581084
5096c543e4b087ea448ed4ae,[ 11 102],2.0,13.869718526478858,100.57812463161368
4cea53d50f196dcbb90351ae,[104  49],4.6,13.821346158554036,100.5657878214113
50e666dd498ee23df0a456b6,[43 49],4.6,13.881227184198464,100.60110392251306
4d55fd37fb65236aea4300b4,[27 49],4.4,13.872951862041624,100.58567174627814
5144bcaae4b042f542102f87,[102  81],1.0,13.806028236651176,100.55933405862746
50dee80be4b0c48b569cd330,[102 101],2.2,13.821205835552531,100.55301130508518
50f778e1e4b0871a9f1b5677,[102  59],4.3,13.897716270423343,100.59101873988284
4de88a17d4c0faa56431a5a6,[76 49],2.5,13.886861258381956,100.5907737715489
50f25d14e4b06b1e9ad15449,[102  56],2.1,13.825339018087783,100.58066130272591
514bf23fe4b04a87623c40b0,[49 20],4.4,13.882666536597304,100.60616313048531
4fa4987ee4b039aeeac4af70,[  7 102],4.7,13.83238829109957,100.57376517670484
4fa09728e4b033a859a0a0a9,[ 94 102],1.7,13.84108239572869,100.55614467169312
515bf59fe4b0041055627449,[58 49],1.8,13.859395414871129,100.57108340763364
4c8b76efe51e6dcbb76072de,[ 79 102],3.7,13.867221570833324,100.5941622977988
4eae498a6da1a0e3a4d58ff0,[49  5],2.0,13.864982756145505,100.565014437494
4e2d78e4c65bcaf400431e68,[102  42],4.3,13.851886913800668,100.57922492861664
4fb63b84e4b0f8fec7e792e7,[ 59 102],2.2,13.870575071404986,100.60368124355377
4f54b9c2e4b0b5893a85cdd1,[35 49],1.0,13.836680077952453,100.56363859970352
4be1479ed816c928449fefd9,[49 40],3.7,13.840976323864506,100.57372706876136
4daa89bcf7b145b37013696a,[100 102],1.2,13.835026623618766,100.55815205737838
50e1135be4b0b76a34746742,[49 33],4.0,13.864413755252102,100.56701074103842
4ddc8b63887775ea9c441167,[55 49],2.9,13.877528016218022,100.6047498211966
4cd10c7d01eaf04d1444bc5d,[83 49],4.9,13.797545728786874,100.5668909307426
5167d196e4b03fbc91e3d1a6,[ 78 102],3.8,13.799587696781307,100.56257289096496
4ec3abef775b92bf9ce7923d,[ 70 102],3.6,13.92583544080457,100.5882806328189
4dcca8d5d4c065592f53c320,[49 25],1.3,13.815503118743315,100.57081918659615
50872563e4b095f041a185d7,[49 60],4.2,13.883539569004212,100.59425598455024
5142fc8ce4b002e3f1b43e3e,[ 91 102],1.4,13.931768853100728,100.60017496842693
4d58b94756f2b60c2545712f,[102  12],3.3,13.885032501378705,100.5730227306276
4f5c0831e4b0b28dd47c79ce,[102  30],2.0,13.866356595231798,100.59404353231284
50208fbce4b0e7d90b8fbde9,[11 49],2.4,13.890696822216988,100.6027541036039
4d48c3a89544a093ef6321e7,[102   7],4.4,13.817478861541552,100.55671604827768
512f626fe4b0b6aec1d20645,[102 101],4.1,13.911655170642778,100.60705381880489
51510abfe4b057ba662f1e34,[49 56],2.5,13.830889066008844,100.5612213604277
51b1c15d498e6a9b216aed7d,[ 35 102],3.4,13.899097232558644,100.58954368410788
51145b34e4b0efddde426a0a,[62 49],4.2,13.923436926199829,100.59881523161268
51519316e4b0b55cd04b6ebb,[102  86],3.2,13.83182664767396,100.56747148374276
51d99535498e77220d53868b,[ 22 102],2.2,13.876050340617027,100.5720206724516
51f0c763498ed64701be7862,[  5 102],4.4,13.829070098997589,100.56330141447089
516d4dc5e4b0a2c38821cfac,[ 41 102],2.9,13.875233337416825,100.59491704304922
4c76508ab474a1cd658abbbf,[ 49 102],4.5,13.917491253955903,100.58494393768332
51e787f0498eac761e85beff,[49 93],3.0,13.863914163753597,100.5676764818642
5020954fe4b053a800e4dc92,[ 7 49],2.2,13.925068783568502,100.607101102048
4e746e251f6e072f13343456,[ 28 102],4.5,13.813959869185318,100.58038848128898
4dad3d8e043718a63e2d9ecb,[36 49],2.6,13.820031263239525,100.57918433781464
4be68fd8910020a1636fd414,[33 49],1.6,13.821247283405269,100.55855930833826
